38660,,,,,,,,,,,
30,0.1715144198,0.6838116667,0.3056862319,0.1176470588,-0.5148148148,0.2857142857,0,0.51,0,0.96484375,1
28,0.1571009264,0.6745883333,0.2599326087,0.1176470588,-0.5148148148,0.2857142857,0,0.51,0,0.96484375,1
23,0.143974058,0.6509188889,0.2112845169,0.1176470588,-0.5148148148,0.2857142857,0,0.51,0,0.96484375,1
19,0.1441566904,0.654695,0.2420514493,0.2941176471,-0.5518518519,0.1428571429,0.6032786885,0.5,0,0.9638671875,1
21,0.1475406982,0.67611,0.2831937198,0.2941176471,-0.5333333333,0.1428571429,0.5475409836,0.52,0,0.9658203125,0.7
19,0.1543119368,0.6888036111,0.2554714976,0.2941176471,-0.5333333333,0.1428571429,0.6032786885,0.52,0,0.9658203125,0.6
19,0.1543119368,0.6888036111,0.2554714976,0.0588235294,-0.5333333333,0.1428571429,0.5475409836,0.52,0,0.9654947917,0.6
17,0.1553984474,0.6880211111,0.2524198068,0.1176470588,-0.5333333333,0.2857142857,0,0.52,0,0.9654947917,0.6
21,0.1614521889,0.6907802778,0.2441910628,0.2941176471,-0.5333333333,0.1428571429,0.5655737705,0.52,0,0.9654947917,1
21,0.1679046177,0.6825419444,0.1898086473,0.1176470588,-0.5333333333,0.2857142857,0,0.52,0,0.9654947917,1
19,0.1652883809,0.6458975,0.117946715,0.2941176471,-0.6,0.1428571429,0.4901639344,0.48,0,0.9651692708,1
15,0.1645498985,0.6214372222,0.1046561594,0.1176470588,-0.6,0.2857142857,0,0.48,0,0.9651692708,1
19,0.1810413307,0.6912244444,0.2210125362,0.1176470588,-0.6,0.2857142857,0,0.48,0,0.9651692708,1
18,0.1816691056,0.6823580556,0.3033555556,0.1176470588,-0.6,0.2857142857,0,0.48,0,0.9651692708,1
17,0.1808966401,0.6927633333,0.3182833333,0.1176470588,-0.6,0.2857142857,0,0.48,0,0.9651692708,1
21,0.1848110282,0.702055,0.2964615942,0.1176470588,-0.6,0.2857142857,0,0.48,0,0.9651692708,1
19,0.1780851937,0.6908611111,0.2957202899,0.2941176471,-0.5851851852,0.1428571429,0.4524590164,0.48,0,0.9625651042,1
19,0.1684305487,0.6684783333,0.4193768116,0.1176470588,-0.5851851852,0.2857142857,0,0.48,0,0.9625651042,1
16,0.1659078177,0.6646466667,0.3429951691,0.1176470588,-0.5851851852,0.2857142857,0,0.48,0,0.9625651042,1
15,0.1666864142,0.6614458333,0.3100463768,0.1176470588,-0.5851851852,0.2857142857,0,0.48,0,0.9625651042,1
16,0.1685868706,0.6793463889,0.2173302415,0.1176470588,-0.5851851852,0.2857142857,0,0.48,0,0.9625651042,1
16,0.1711869567,0.6751077778,0.2034069565,0.1176470588,-0.5851851852,0.2857142857,0,0.48,0,0.9625651042,1
19,0.1836975413,0.6926016667,0.2168863527,0.2941176471,-0.4407407407,0.1428571429,0.3393442623,0.57,0,0.9622395833,1
15,0.1854635371,0.6946363889,0.2322696377,0.1176470588,-0.4407407407,0.2857142857,0,0.57,0,0.9622395833,1
15,0.1874619136,0.7000288889,0.2614729469,0.1176470588,-0.4407407407,0.2857142857,0,0.57,0,0.9622395833,1
19,0.1832615778,0.6822961111,0.2327480193,0.1176470588,-0.4407407407,0.2857142857,0,0.57,0,0.9622395833,1
21,0.1772822836,0.6592527778,0.2159658937,0.1176470588,-0.4407407407,0.2857142857,0,0.57,0,0.9622395833,1
17,0.1745150851,0.6669083333,0.2093002415,0.1176470588,-0.4407407407,0.2857142857,0,0.57,0,0.9622395833,1
17,0.1671047206,0.6742047222,0.1731591787,0.0588235294,-0.2666666667,0.1428571429,0.5655737705,0.65,0,0.9641927083,1
20,0.158856517,0.6924638889,0.1376267633,0.1176470588,-0.2666666667,0.2857142857,0,0.65,0,0.9641927083,1
17,0.1526872333,0.6811127778,0.1517452415,0.1176470588,-0.2666666667,0.2857142857,0,0.65,0,0.9641927083,1
17,0.1457141636,0.6751338889,0.1561114976,0.1176470588,-0.2666666667,0.2857142857,0,0.65,0,0.9641927083,1
19,0.1415553431,0.6535638889,0.1566433333,0.1176470588,-0.2666666667,0.2857142857,0,0.65,0,0.9641927083,1
16,0.1409981267,0.6483213889,0.1347676329,0.1176470588,-0.2666666667,0.2857142857,0,0.65,0,0.9641927083,1
16,0.1375417387,0.6291436111,0.1512339855,0.2941176471,-0.1481481481,0.1428571429,0.7360655738,0.73,0,0.9615885417,1
16,0.1319961308,0.6133841667,0.1222749758,0.1176470588,-0.1481481481,0.2857142857,0,0.73,0,0.9615885417,1
16,0.1294546567,0.6361330556,0.16645157,0.1176470588,-0.1481481481,0.2857142857,0,0.73,0,0.9615885417,1
15,0.1272144752,0.6326119444,0.1768425604,0.1176470588,-0.1481481481,0.2857142857,0,0.73,0,0.9615885417,1
17,0.1288947077,0.6405641667,0.093536715,0.1176470588,-0.1481481481,0.2857142857,0,0.73,0,0.9615885417,1
15,0.1344607754,0.6480772222,0.1014782609,0.1176470588,-0.1481481481,0.2857142857,0,0.73,0,0.9615885417,1
18,0.1386770167,0.6543436111,0.21285,0.2941176471,-0.1074074074,0.1428571429,0.5098360656,0.79,0,0.9612630208,1
14,0.1446911697,0.6732341667,0.1726003865,0.1176470588,-0.1074074074,0.2857142857,0,0.79,0,0.9612630208,1
14,0.1386407915,0.6701463889,0.2079509903,0.1176470588,-0.1074074074,0.2857142857,0,0.79,0,0.9612630208,1
14,0.1335805101,0.6658347222,0.2111449034,0.1176470588,-0.1074074074,0.2857142857,0,0.79,0,0.9612630208,1
14,0.1406660041,0.6721663889,0.2480120773,0.1176470588,-0.1074074074,0.2857142857,0,0.79,0,0.9612630208,1
